Player_ID,Summoner_ID,Summoner_Name,Rank,LeaguePoints,Wins,Losses,Win_rate (%)
cd0C9xEZQZLSRdQAwtAwmS76IFNdZNuJ85bzLNvd0SErTRQQPlqlnt4SqQpBUWSB5_wHbUIAPKmhHw,jNPJ_Mr0x37K9l98BQMngaI_XMYYQa7QLq7fULF0O-f_9Q,호흡도치,GrandMaster,361,70,52,57.37704918
rHlqRgjRJh4GLZUCrLj7LAXTYv9MOm9UZWgJ6xgFNenE9gqGp2Wp0Q-CaM_hHr6DR3hErJij13BCYw,HqlzOP7826qQTgPO3DKCV6ktx1vPCU7AdI0k2_WBZiJooWfm,5sum1n,GrandMaster,361,35,22,61.40350877
J4YAMHh1fc_4xR1-SxQs2NrSSsLcqbXQ5621aIFLh9y2nUqW6a6Ssg5NK_GTHQvIMiDa2epZ2yePCg,toU4k1nD0JE2GGdGx2GytJ6AMxwAB-1nl8A1r--dY1ZmQA,ZanDarC,GrandMaster,360,88,81,52.07100592
nT6KXuTcK0HhcOtoMSIRzjJCPP4rmgoJ0NM5KAkgNIGM9itfCX6wSJ9dd1KzsehmSx1-5W0K-v9qIA,DQCO8Xk-3Gi3_-lUEVolen7ln3tiKMkfq67A_bjs46Pn0Pw,Simjoo,GrandMaster,357,36,28,56.25
LsqCjIzSgXWRW1ODgrFbuIV3mDnOBF0Oq7gRXsSlf1NKGmIqWGHJsf-h0WHygZ_WC8Q4bZTXNv31UQ,ljG8vDIp9IMKa3Se8Uf--YyCjPEekCBE5Xuxy7zGOqUKgjw,칼픽 다리,GrandMaster,355,57,48,54.28571429
gLQkF-p_t47pkkgIprc5UDY-Xu7ZuHS3kNYmfOYI3Yx_NzRaEheo4GVIjQ-AVitziGoSV524btz_fw,JnbX_DHvqesM9d_e7b2i4c6OAAvyGIPLEuaM44s5DUgujw,티모복실복실티모,GrandMaster,353,64,48,57.14285714
LrjF370WqK4p5GOJQHeaSOBoqPdCwOH8QSqdHPnmN-lBP5nQnQybRfukkiX_3RUJiEsxFlJRVWuexg,H633VhQzzr5L9VK6l5tXn1QQ8R0rw65FK0h45WY_ZDooxFw,그거 볼펜 아닌데,GrandMaster,351,33,19,63.46153846
PKKdlOmJuL8RKMMh1ghZ0aJ2PnagdGKuZ18iED_Y242QVn3QMhYT-LEFfR1IvdSaaTFI_lPSyJDK8w,w-U8pzZ5b7ftLIDK3em9CPb4jwbTpBbwHHoHuCseKN-VKtI,구마우식,GrandMaster,351,38,28,57.57575758
gl58GTXF-KilzUi3EC_hOvUL0RUFA4APYFCz9i2kkazoqPQy_JCoNOd6cef4fFL0DeGXsrbxzqbcWg,VqCHk8SXB1enpt5ICzgu8jyH2EdqV_5R2TQvr_3VVeRjRw,쥬 르,GrandMaster,351,55,40,57.89473684
RohedZaOMRfAPGZL_FQvED4bf27HapwG7Sbqawn6c_nftf1q4wgX1cA8aFYvY9qhfRubbOqL6oUdQA,lYyr3N1dmcdPXWSILPD45LPhW-faQcjmqfNBYwJU558oGWEnVNvtRbguwg,이제는 꼰대야,GrandMaster,349,46,25,64.78873239
aLNtqkAZwgF0v14foExRuiKMUPQEEUZNdCa9N--i4jZl5zN9hdli0B2jj-AuCzpq6_ab-aaM-kMfgA,5OsllVM0r8UsF8QVw_uIvv0MrtkTBGPBrnq5Yc-uON9IH1WlY3ORofSKyQ,또우깨비,GrandMaster,349,83,50,62.40601504
WcA9VchNtdopHhrkB7fprBqZDKMne8RuudrjPCxgy6H0aycx-kRW-fBoCAb2UWth-SdwQs7LV-Ohag,NVPKCCQOy9mmbxEXPG4GmIy1zx8lpnEAuk1ODhUmsI6gS64,쓰레쉬핵초고수,GrandMaster,349,63,54,53.84615385
iR_qIaZI4vZ98nNITsq-KKGJi4SHH6S2MJhW0Gq9qA9j0Rfw3lmT9Ii7kOGfNgQVoO-VATttDdSTaA,EttY9QOzf3gc0Rzd1rTnmNqp0SmLfXr9Gc6vLkm5N2rPVtE,세 렬,GrandMaster,349,33,18,64.70588235
f5kMIqdWPwUOSMV7Vbx3RGnFZSq2S6k7slTqzT5VxoEp22lbXkNt0L_gwnEFJhtAMGt9njPIgwm1Ag,gZeiLQ94oEEKdP31KDgUvt6po45QYkdGZFc55YtpBvX3vw,조온못,GrandMaster,348,70,49,58.82352941
vPBEmE9G3v1y8snyx3_KsEsY_q2rxZEsL8O_WV7nnyqHJzLk4QRa2TW4uJYiZhgkR_tNXRe-0TwWLg,Q-cmsLxUwLMYyFAWyEIdRX5_ARWd21aYPnh8jSv7gglX5BI,추억의토스트,GrandMaster,346,54,38,58.69565217
GiXPWIwF30-OrjUOZpm61HGY0oW9K13THpi0-RvnIEPcTsWUs97Wa90ujtvjdy27XmvXdgqur9-Lnw,s5zXWZCmsJ0i7EKCMFTjzpc7McpXqxWDkpsaZphYjgyMllV2_59yI7do3g,엄청빠른두더지,GrandMaster,346,76,73,51.00671141
gMR71IPbmdTF_wnKFhbEUarJI_sLuwRefYgbrSegCqErjKcNI-wE06UPf2UXc4yh0T96FgvLKrByNA,10m7GJmEyyvUViLPSJXyUojc13NWc0Z5f7MO76s8z7dJLg,절망과 슬픔,GrandMaster,346,69,66,51.11111111
eMCDDd3ux7Lzus6dD4mowJldjkaO9tVdwBE0sJW1oOC6xQIX6-nJzpRCgqdjXGw0B_5iYEWktq6gtw,bUkc5QUDMX2hjLzhd2Gz-Gqn11ebnGMo_ZGfjBzGqC2dZ4pvSsBYKs6Hqg,Acro OHMYEYE,GrandMaster,345,100,80,55.55555556
ph0aX-kFruLisJeOqGbHBSeFtH78HSq-JqG13Dh87-6bxZur-pXUEHG2nkCjkQPdey3TcRPLP2iReg,n2jC0tFNsfNpRFfmehZ8IxEUAUei33NcYlomKkdB3mf96w,효비츄,GrandMaster,344,58,46,55.76923077
a4B_NX_TLPzqkil7uaqIVHmuCaVMvASCDueQbcmxeUV26Qb5JMeCyOKvc7a1Yx4Ukogjb_VFxl0UOg,EWrOv-f0JkDzpZBwCIbp_oWTvbOqD7Ls_u-9eQO2dc6vrrwrqXdLXNKDpw,민돌씨,GrandMaster,344,39,28,58.20895522
y9s8ciIvxcpa9x6QUPpSgje4afC9Y8wP14iMjs3UgZFLMRx0Q4hTuRI4c_lI2qeWjwGBATXhUvkLOA,54T551hG8Ry463Myvwz34jZ1ARzpcy7zqnyRytenm9InmA,오세인 광fan,GrandMaster,342,111,104,51.62790698
RR_KTeQtlmJC9aiObpOViFMH0sj9V9gqQ7yFvdWjje4FV3FJGDnxLjwPmajY_9dVhaWIOqNNm0He5Q,ov7Oeldj-XUv_Wd_2nAviTAJeExuYwVX517lNu2lkbx830f25ReyQ3oWqg,넌경영대오지마라,GrandMaster,342,49,35,58.33333333
IsYL3YvwM8QMb6BgVlGrhwBY_ybOLQQgtYp7Gl1yLkZTy4CQMSqXHaaJ0uEudj9S7nwUvFqTXK3NWw,vOXWD0Lib2hBvEu6LH90O7nNdjheiBov0NEUHkoasqtNKBbnZL4mJzE8Zg,game0jang,GrandMaster,340,74,64,53.62318841
9kk2jo3rmttgMnjtZJhN3z_UZswl8ZLhfk-y8dfmWIW1MMPxPbf8UD_KYk-D3pu0Qj9ar5FSoHdx3g,iM_sj66J6pdNCam68jwz5PPDe9YnevMgh6FZ6d3R1svxOw,꿀썹꾸,GrandMaster,334,75,65,53.57142857
tVjzxvp-nw9w0Lxc0tKHPx7R-WjrmgKV4cbVBPTbsAohwu2jxt9wQa9rOWSTuIhquGEIawuMQFgfqA,eBVLGxlDlqY1EyBxwMNYda5-9fND3g55QCcDJtolJQd-kJM,카와카미 마이,GrandMaster,334,95,56,62.91390728
KVMFc6H0H2gJggzxvXID51n-3ycnsUX9p-hvdmXaafKI9G7FiMTlPbIo2DOKw4bh73e9hDOVa95GfQ,vGVbnTUISgc62WeEP57AUstj7P44z5Sk8_PRWzhJR6Ld83s,엠돈스승봉달이,GrandMaster,333,50,26,65.78947368
RcbLp0kOj023wKhJdSKVGBbZqnoVazvfJ2323SK9RhhBLnTXqlF6Km_M1wRwg5ACmPKn_LZgweGsPw,H_KJ5hbKnCBDdmw7P7vJLx8tXc5PDk2EfeisMhdE46KqTMxfEN1tF8xDkA,강한해린,GrandMaster,331,31,20,60.78431373
uivm5pee1mJPP0TUSRiPPtFVO6XOZUoNaBthwKhW2rqZU4vKEeYQn-2JbtR2ZmaKemz2DGHsfh2GdQ,70lSzDXL5L7Mrz_Qsi7mvhgxJpDOG14o3t117Eira1EKKuI,백잡초,GrandMaster,329,44,40,52.38095238
r4btx1HWKjleFYwdiyS5ZfWSEKAPz4KFtb_9qXiVbG5KB92Cwqe_CoyabqoZLVoMYPG2Sv-36a8CEA,Hr8Xdf2JMAlu9DMjYAvUvpOTgNZtPji3GcnZ9SkLBlHs6w,프리워스,GrandMaster,328,22,10,68.75
jVexA80nTQTIsSn2wc1eeTlTZn22EIcbVdR15OcE7ElHanI4GC1E_6xbXGZpwazJ3vSyIfrYHR-EEw,is44OBIHxGhox5s1dUEfr8nL7LCv8X4m_xUsZLPUcHh8g8A,6논술 가즈아,GrandMaster,328,35,24,59.3220339
wNsz4_LCO3knG6LeESflCamWMiV7_e_-AMB5sjiHG5ILagnf8rPXjnwrRVur35XO8jvzRrm7PlajRw,Nyiq3ATlQrTnY5NEhNhhqyh1PKb5qDEZNBDNEucayThp5Q,핑삥이,GrandMaster,328,67,61,52.34375
Bt3ZFpxKV5fYF_a-JyaLS-OK3-1P7Od-oJGPPEnUMCWpxg8eUAfrIIJUKYZyIjhdFdPEutREaRdF9Q,guNLEoX51XTm6pbEIei7kxVb_cYLstWacDdrPcSPk8i3pvQ,나체로롤체,GrandMaster,326,95,74,56.21301775
luWpgIoDSDjLrmPFj3E6YW_wzfSorZy_EehmyDAEnKVfbsmfH-JHIUbboOBS44OAbv3freXVATBMSw,qJUkok8dYem58KrsGI4E3Cyu_hdOjj0-dwSVe-09x-XdbRE,민초혐오자김용원,GrandMaster,323,32,26,55.17241379
vb8OBLSe8TxtZpTKQCEnfZZe9i7xhEAuizbQk3ZBsJzhckrp352VrhR5rUZxx9GXOcLqEi6YK0-riA,JsCPmGhUiw_XyPuDH5_MZWodvybTCIFS0xbgf_dYuXp8ito,지팡이주라,GrandMaster,323,95,81,53.97727273
7vXSL_dEtCYsfEZsDf5kfLd_7y9lso7rQAXaoI1dHoFPJ6u2yB80tClprmWhkQ8Wl2mfK81BJ6uYqw,wq1370YDM-JaBq5j1GgFrpYOAc7gj8-pVGAL92KGgvQIXbI,피넛 버터 쿠키,GrandMaster,322,61,55,52.5862069
RbcVD8qknsNTD8ZxPHOLvBxOtAYz_vrh0hGki_mpzwGaAujdaPhGWEbwuVsEp3XBcPUyxQVI8iwzUg,BgXNcm5NRN_wlWJJ5o-0lC9QxYOhecj3DIfxNBzJMvCi_Q,권이제,GrandMaster,320,80,78,50.63291139
Fc54Zx5QIEjJ19GGWSKGsehpB3B_77PdkCI6ug2cpgy-47KfHxZx_rij7OYipLzlPVuuF0hcwE1Ptg,wZ5x0w7oZaeWCAePZIW4vfS2WrRGchQBrI7sf6cEAepbbA,Spider,GrandMaster,320,67,53,55.83333333
94Jl9P8CcWePN6stJGitu0CUfEEYuwYGrnZ6WlKfOwILPFnbIu_vdcQPU9CKtcdden4Vv7dxNp678A,WauHFhWSS-jWsj9ZQGxX2Ryxgc2YVp-inTSBDsO7eJxile4MQfPQWcpzjw,pouty kitty,GrandMaster,320,62,55,52.99145299
_euiZQvHU0rPJqlXaUwokDcuyzAYjQ5nvpax6W032CeGtbAGHkip2mSnMqQIiaJYUTYWs3NlLSbq8Q,lqUy66CTwkeqbYdS7CCiHPclLWP0hnuEFwADMlGfqACqhWeIG9BWvweZ2w,Carbanet,GrandMaster,319,91,83,52.29885057
iPY58Pf1q_IMXUzhBf6t3SHj1wTUK7mnvPhO-51XuAyyoJovCBNa-9Nx7iEdIXVGwHYZRqGLsYc-lg,LS4je64MdMYiPbGEUyOOuykPQ7QuQaKawUnyGv-em3DWZg,계순복,GrandMaster,319,72,58,55.38461538
DfZTj2-SuzB1goLp_bM7V_mTpODkJzypGQWywcJwdnImQwZqEX9B4YcwzFU5RlRBDlRchw22HsRsMA,MeL94fYzww-6vL4ZThf_1UY_PN9PQunf44f49iS1aWlgrA,머리깨기장인,GrandMaster,319,32,19,62.74509804
BlktB5YYvB3KGLYEw3jrJRAzoGznFoLw87Ad3XWvs8J-GCVNUxOvnRKiSYyZBgbZeCvNLNsZzZJ1zw,lW4UD1IK1t9vs3dC3jqHCVJscMwl81oWzVA_blkL7eKpWA,개념과 심화,GrandMaster,319,116,79,59.48717949
3n6o2gAjciiMoVlQs3p5jB3uXmY0CJWpjMkhgPb8dDU7-Fwso3huUZZ_tdapQ7GjUEXHlVDkeUWIbA,PMPQOrpVDtVGfNcmS9QmKvhKEn55yRpX_yeZPadgsYp81-5EInNBAwIi4g,신바하,GrandMaster,318,79,74,51.63398693
b3G_fWT4T-uQVuT3vWHzatMzR2kd9cFtY26Ltx5DZetfX0kxUmk_3TLohfW9XroZBpZz0ZgOETL4TA,a8-XqyJWBh6B1MEao1zXfC67rRNwHlMQa-Rep2tmgKkbWw,젠지클래식,GrandMaster,317,72,56,56.25
hmalxPgF0-Mj_Ss5A52Kwo-fHH6i7ffmQkjqhYWFvNDF8feB1z6xEoGHpLCiM8JLWppgknm9PMxIcA,KO8AIiH4c4iR90JilU8xRF10cArtoJYbWB6qXtXa2uJy-A,TFT JUSTDOIT,GrandMaster,317,69,48,58.97435897
9We8wNn_CQt8vo8wDHtIG8KmIL7Dx75cy3_tXLf9i8a5uDfaRng856B_zMqpQR4V5AkN09daZOyr2A,3nk512OzWfHqkTcy-AsJmlENEtcsIHjRr4OWuQehY9evqA,롤체 전문 한의사,GrandMaster,317,40,28,58.82352941
_tl1hhOquW4M5OcUrS3vK27H2eyuFSD-GXv7bRDFUj0C-8tokNPqSMzUTRBXLA38PqfYiLgA5FSbFA,9wUDMIfEB7f5aIyljTzMdH2viqP5H8Lw2B3a6SSLE1Ffmg,해설왕봉다리,GrandMaster,316,41,31,56.94444444
6pxlhb6yGJFbQ_Dqu_7EwbGSpGLmgUayNnmt1GsWDGpNmo1jcW6CO7QlhREFNhI7K0Mu6igmzj_fYA,eyt39LHxi8iQePaYN87qC6t8zY-HKfpCOWWwS6W-j2wEJt8,o하늘빛파도o,GrandMaster,316,48,35,57.8313253
pxFHwsWmbxHqay8cBi5KPhK4PEx4YfhdZofLLLw-RygKCIA07rOwq-6tpsNsx536Qs6BgXiPb59Sdg,DlKEDn6gCNSfm7cNtjhXTQBKmakRlGqZglzc4poj9Ex5f2M,고준혁입니다,GrandMaster,316,53,41,56.38297872
obZ9368BAp_oYe_ARjrEnW8HmTEjUcobljtoojULdYwGgH51k9fA32Ap7oOKrso7jV8LuMOKetEVeA,HN-Pf_FLXwwziozsr_CoX6O_vf9xtcXW9RUYaOWHp2vBRAs,일석초이,GrandMaster,315,89,77,53.61445783
KKOmZIgW0g9IiTswUvfCqoZiGh_z7R3ZK-IqgpWeclJc-tNRaZSVjdCuV-yNVT7gqydea8jLGmBmVg,qwhl3lwaZibqxGorhv3LNxNouWKDaMhqwjcgIOOOSdbTLA,구 해,GrandMaster,313,55,34,61.79775281
WGsuqCPI2FAQRvZ8ZDN8sj7X7X31j4iT0ixOK23OOQBO7azALEkuwLCmSrjFaozaLGIFbZ4CDVQwHw,2gu-w6l-Iqcz9wp9F031RNMLsKjEV0XV5vOGx1ItCS_k7bM,구 봉 달,GrandMaster,312,33,22,60
TDMzj40phPkxic8Jf9lGXxoFu_qA0_-T67lBZn0ImnlV6jlL723pWbaX9hMz7BiCvaE1kqslT4FJ6Q,k0GSI2ImfWXzZXei9jV14XA77utUM-uIdBtvG4EV_EkRNaI,천원짜리 황웅기,GrandMaster,312,35,21,62.5
i_irUIXcEYgIXn1V5gy1DSi7JlqANKlsby6we2v8ZATRQoBXsZZtv2HS9Dr-STxGIc8LGY-7tUoGZw,4LbpfyrJgeqfyVYTmYMRDfOcu_AnGsGbIopaBJMedXdCynA,실수로리롤두번,GrandMaster,311,54,35,60.6741573
8RvoW3J5HWbOivib4vPSG3ngdIYfn-13VQ9FsHg1ui-RHWGPEsbc5Alk7C7_lcNE0xLTxWpq6mfrDQ,5t7zkr-o9i2x2e_Q_xZvC42Q4x4PVqy94KszCHj_Xy8vQrE,쪼해피룡,GrandMaster,311,95,81,53.97727273
OMW6bbhD-1Nu3F4B-O7D1tlYAmDQqfj-UmAhpgntSqO5ut8RawrZoWFMFd4-cpAdzwKJw1uf75rfJQ,RJWiTpeSgrTxbcC98mL6KJ_z5O5FLhOhbtzwcrBtbz_v7Gs,Karina aespa S2,GrandMaster,310,29,18,61.70212766
cBJhN4hw-gHXlADb4JzPhSqX4EQZxpWkal-LxsyTWe527PIDff8gOadswy3HffVnebbdrWkPrXRltA,si6pOFxNbfhjL1h3ODxakrNFmscXgoRUJqkzXWoJdG8n8XSFG0vJW4DF8w,가오리자세,GrandMaster,309,98,69,58.68263473
Iy-yPidqwG3S3K93LHx8CQkAkJ823Yy8m1cUBt_gxeE7oRQTnct19IuLYpqCsT0ndEEXgkTeoVz_8w,9fYQFzeHWyRWa3JUiDvFKZXrr9T4dmltb9ybZMzI3k0K5w,야생동물뜨또,GrandMaster,308,94,96,49.47368421
3xjV742Ni97CDEVDQqY6_0ZRU6ZhhZezBKuLRRoyeCqK9WiV6b_J38POlMIfTFlK2T8o8mz0iZMY-A,mqJXr10W4ZOZV5XUUoJdi0447Mzb1LuYBWanb2INnrVOXPg,백정1위,GrandMaster,308,33,21,61.11111111
1q2qeMAc1l-m8xUlI4gflq7tvtFqV27zeD4_4JvYVMOzy7bEwZZECPCbaae6HbICsEyUzfFDo2MC5g,nkcFYaUhCNmjmbvCRxbMqq3Sgp9oOuf5NjZtGpyGX5y9r38,천안전기미어캣,GrandMaster,308,67,60,52.75590551
O4sYulke-J5oar3tRPScJm0i3_MQjEOaqk0VRcoKH-4yh1ChXoCRo2ZtZsGGIbXtVrWlRqsHnyPtUw,bTqABnNIVnlGhB5fDXAFKiCFJP2woUZZr_a5A3RmGYtYrWU,TNG Bdd,GrandMaster,306,46,38,54.76190476
hA3Z4NAwLz7fS2ndUwZ6O8fb5Hupz_LL4WG1J6r9hxYIQ3k4vLwZ-527FQgm3R6DMPh_nV43x7A-3A,5ZKl-AF_UdLKJK7yUjT7vigjjUPUTIqATGf330ZOIHiWdaI,twitch 제이삽,GrandMaster,306,43,29,59.72222222
dnT8LsFQpMPzVprHzHtz7T15FVxxhJt-YxVIaJSwyOMRaGNFZTcV_a0r4J9td31jXBQ941q-5c7Icg,VX46PEXL97E7J9BGYuAL18K2FXQLozDLkT6OKJGKMa8iY-A,셜 링,GrandMaster,306,48,39,55.17241379
q1gYrpkSBy1qjHyIAToZoQ--r_B1tfFHWJJjqvQCywk50g1zlfBJ_rCmghl9VdOwHa7oldvxo07WPA,3qVi4bV0IEPt0iGMAhckGCSIb5ZsYV8PR4E9LCKCqoJpO7ElgdwIly1lqQ,이세계에 전생하니 내가 엄준식,GrandMaster,305,52,43,54.73684211
9rH9Tr5dIVoJdcaxNmkfw12WErRcDfOMNcQ4KG9Z8--8GT7iOiaUz5Q-6xEg7A09pj9kBqXnr8pE9A,vvprqYe9BEXr84rAfqTtYY1U33dr-2MCi9pEQtZEuhOX8ho,원요일,GrandMaster,305,48,42,53.33333333
WdWk_709JqHtNlHGwmYXiaVMLkeTozh9OAZ7B4dBRCd6ZMOppkjovamhnV0X2bt0Seu1HH3sm4v7gw,prHsHkekgdbcB1SlEvqoh96f7qqD8UaXL96qo3EWZTFNGFI,넌 미대 오지마라,GrandMaster,305,54,45,54.54545455
kKqHrlNEZGXclXdMRUtW3OaaQSUUgSi6ajJ5Sv43osVYFVLDCL8VkkveVUslwz6CMIPD9Ue-BeNttg,oVVqHLr9ciKpSRIH-e_Rz3oBkGTpfGBYEywCs7UJhV4cMQ,영돌이,GrandMaster,305,75,69,52.08333333
rKjXkcclblm4lXsSgSVVFCunBXq3YXGg4Nj09wU9X7QfFzcbfSThfUR1Tg97V-l-WJPmV9f-SMom7w,Kl3vJtvuvOwXDOR4zxi4y50pW9Hpnq-n5fQAfoD1v6cuXIs,디 펙,GrandMaster,304,32,24,57.14285714
qDrbXs8fhONEsyn72u5J0vJrgC9M2swlar3XFwHwgqBxYJBLAMIuvBAA3bxd8_GtsPgdIvOFXxgyZw,zOldDXMgjl-x6UmoVDEX-1LMt75AzbUGlAPNfTGEzUcNfGk,짹짹이 3성,GrandMaster,304,40,33,54.79452055
_xpCUDv8FkyBYqwGQm_HLKYTsMzhvvO1Q5HKnHEIjV18lAcxn2Tr0-1QxbSjkVGsh-5HYfYFhI_W8Q,4qQtaIPXTUDdm3uBy9gWm6NnnEs3a61eVl-CaIzqDyCT8w,순양돈이됩니꺼,GrandMaster,303,69,60,53.48837209
McG_p1pVutLI1i4gumlNGGRLdeDtm-R2Wtz4lp2b0Qeo7xkdgp6yr4CuJ51uSTetS-xK7nZFN0cdwA,u89zbZ_7CFNNOsfUFAfXGMmJj6j19fiadAN9uGYm3ubiIo4,RNGzhao3159613,GrandMaster,300,42,30,58.33333333
eLkaUYBnbJGXTFayfwjh4PumBo9HvjYI_KPG3CIowxKRsUn1za21UjpXjAYgBL2taNhmAoTeiuB8Cg,Q67tkstcVHMss-2miyYL9U0IdAMf4EA6B7osSsJug-Z1X8j7j5771DYWpA,양념바위게장무침,GrandMaster,299,42,27,60.86956522
qID-08Sa22QrO0K7tLv1bmdUnhtW-wfZoMVeFtmn3tRBYHIKySrvKj6aqO5djtyfSIALw41T04GVkw,qhTtDNHFCEhRFTKj9bCmWW3mWpy_oQpxJY2ocvzR8_bEc4A,Easy Mode,GrandMaster,298,31,22,58.49056604
6hcDX3kQZZA1Sc4-kk_1Xw69XTwHL_Vd5antVUe4Fw_g-ZFBNlXk4eKfZiKLUxn1xRM2VIYNsI583A,rX6ZatCUsSyoqOySQiCsZ_KOjYNqi8Tvl2ynj7k_vOl7ITg,9ood bye,GrandMaster,297,27,12,69.23076923
s8E_ChgU3tsQkmM7AQLsfCF81eA32xD9FQSKrLVAedR1gaV3oxEvOsMoPtxV3crao6Ew_9r7RB6nYw,FUEOHxbgccee52e5KAy3hPe3slx2F8ujktcPzPIMDc_4dyI,대깨 워윅,GrandMaster,297,58,55,51.32743363
2PchqdPkDfzzZ6s9Nu5uwITcYxsBOVlvydA6PEoUVu_OIHyQk-RYGy-XscrfrakxLGHTp_E93nPj4g,5G0LQapc8jJTcanLiGR6PouaVy-wo_jrTDsNQOMzut4K0d8,코태윤,GrandMaster,294,65,48,57.52212389
WYURrl6IJIg9OLXMdfDPIgnWANNYt6Y9nBKTBYmCo8--sm7R_0ei0psSd2QhTch_4IM5KwABVxYl0Q,z9Jri1YHbIEtUNRvbyGUq4Ms1YtJBpULCFtV48ma-uVkRmj9,히츄보고배움,GrandMaster,294,53,43,55.20833333
rUXikhPczYA6xUJkrCzWJtAuLn3RGRNE76H6IsSVKfc9hlzgnBlMIcOC7RpcGkZ8FrYBriztTTjDoQ,XdU02iyU6_NxKs68WAon3W-JyppOQoAgEFlwfXyMpsAugA,명사수 니달리,GrandMaster,293,70,71,49.64539007
cCmZMCRkixcTgfyeUdr9cP5UnpmshZHlI48pBdT9yXB1PPYEBzl5qqNausvpMQHFIV1TG1CDPSB3dg,3wpZoOumwvywFK5iaLYYHAvWuhRTX40h4EeSRMw8A5HOCHo-,천사소녀김채원,GrandMaster,293,100,83,54.64480874
BxLqecS_V8g8YKUC7UTz9XTC8mFy6-dH2gBiENWniFwNUnVGTD36sauJ3Hwnd7Gb7cnruiN2Ew6Rew,MolLzRsCn_TxScIemNuFgg0VPMLzxF5gnpzl7DU8JIt7KgQ,EARFQUAKF,GrandMaster,292,59,50,54.12844037
TLH-HA3MTLnSPfANDJQDfmT-XQwye5bHBHCsbQ3xrlXHdYEhTlQILM8HnGguJgvxt-RpoKbLsc41cw,yihJUgSsEdbXEKEHcHvaASa0dOtlYCJS-hG6JGsbuLk4J0o,저리로가거라라라,GrandMaster,292,35,19,64.81481481
kgHH-KqAd_dSxofH8qMJYgTf0ZVPd3tqN9QvqPmroECwCmJwxz3DfOL5tAms6Q3AapuGmAfsawS2mw,Kxw6KRPgmkZxLYQwjl4TOGzDGBK3RwYCirhsR4tpRU8PtuY,귀여운 꾹꾹이,GrandMaster,291,66,49,57.39130435
KUXcgx9-xZpztHSwzfZKOGgMQAZrrvZyIO7x8Klw7q62RdTbp_oKAzHg1o-8zQlraRtEOG7jYqxkgg,Zn8vt-Gh843NodyDJTFokGL2vCeDqbfU9iyLi8znKLrlxw,피부미인음바페,GrandMaster,291,75,72,51.02040816
5AtdfNwSfIyKZwnb_wGWYrVKNTY4LPVMO_CTQAyl1T6cM7ycd2JQXn1mohWqmVUMRIkQUmwrebFbAw,8z9QNCk4et6LkXTTqltMw3dlGjA_Tzz25R2EN5mCpWZk4f1UUPiA4Gcs3Q,신나게 굴러요,GrandMaster,290,45,35,56.25
tJ3jkIPGMUB4RAm2csaIt2R57OJ3ujeWEFY2N-1FQdFn6e0tFPXLMU1H52NkNMFChJPI0m2BXve0tw,CePuvdXPfTxBXZ2q0VuYjrxT8idxUCJqw8ACbGrBPpyqZQE,헌신과낭만,GrandMaster,289,36,18,66.66666667
bYFaC8-FzAszcTSW_I9jlwYIXrxOTeSQ-8YMZyJmXogycdmBAz2w7va50k_KA6w3FoFon-Zbi46vLA,P1WZ3skjg0k2RFS5_wSt0TOxZB0wWbpS4CRW3QrIER98Tw,서 경,GrandMaster,288,79,80,49.68553459
JtbI3tXjFK9HD_-czCfVZJfx4nubOtJMO8uvI3YFpoHVhGyx3oU9t8eoYbqzGSHcFxXweVJf7JplOA,hdBKfmiKuve1jRu_QqBMyFj74dq5QjksPsCkgA9MBNnIuyx7fmox7tZpUw,lxD1v6IZew2Yn6Nt,GrandMaster,288,49,12,80.32786885
XJS6lLJOPd2YpOI_oKQCYE4bGWP0biwq6DnX2DC1mqflHYIjlX8bY-F_r80xqbkWtrIaVp02kMml8w,EX7mqhyRS_KgSYCUXF8t4JAPg2fDOecuJYWwmq2ecTkw6Q,사과랭,GrandMaster,287,47,29,61.84210526
zjR_rfZfRsLpDW4uSeMhb15nSKFxR2l04UHVSRv0PTGcz08LuFXftYYigLLZ4qaEYKyXUB9i-vuvrA,m1T9qneRgYf0sDQEf81YHF1mJQ5iyuaytw-UGSbqSh8chEk,닉네님어거지뺏김,GrandMaster,287,62,59,51.23966942
vd1Oljv-AAA4YSm1IkGW7lX-VWjq040rniYHo725jGaTfUMESpNqGNMVGBfNDoDq_ND9UjhsrsZYkA,G8_ChgsKqUm7NOyC3Pla_aoCWokPZSGfULpXFPl_NJOj8NI,블랙최훈,GrandMaster,287,32,24,57.14285714
QEwOCuWqAibHOCWSC4ywnlVfyyXDn2nTYdjz7XmsAxXu3Bfkdv_EjOIMdE03tzcZMI-Zp5L0R5EC1w,evv-Sh_OUXv4kDAWjQNsdjpoJQ03w_083FZIFlQY9seh-9w,삼수아저씨,GrandMaster,285,28,17,62.22222222
2PWeRor9teGqo1nv6BiiaSWeOm2NE_TMMgzii0g8mbtHYcMkLyRxrDupdT2yeUqSA_4Y_fVrcr3RUg,9VDciVSK8YmBbX2v1Bmw3TsGks_z14-dx2Y8KdLg5qkt9w,다먹는핑이,GrandMaster,285,68,64,51.51515152
yvcqZBG-cBK45Vgshk4LbL-fLeVx0l2DCzg_tnwNlX0W5r7fUSdOyS_4Tb2O_qrC42sVcho6B8unCw,m8kRe9engTKRX-WR2-jT0SbLoPwuUXzzCanwNmKYfvYwITc,말린저,GrandMaster,284,59,50,54.12844037
